RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2026,11320,도봉구,10600,방학동,1,대지,0611,0002,우리팰리스타운,20260610,53800,58.19,44.0,3.0,,,2024,연립다세대,직거래,
2026,11260,중랑구,10600,신내동,1,대지,0802,0000,우남푸르미아,20260610,74300,84.67,0.0,4.0,,,2005,아파트,중개거래,서울 중랑구
2026,11170,용산구,12200,문배동,1,대지,0011,0010,용산KCC웰츠타워,20260610,121000,84.03,0.0,15.0,,,2015,아파트,중개거래,서울 서대문구
2026,11380,은평구,10600,대조동,1,대지,0049,0012,올다아트빌,20260610,44800,57.19,34.0,5.0,,,2014,연립다세대,중개거래,서울 은평구
2026,11350,노원구,10400,하계동,1,대지,0274,0000,청솔(시영7),20260610,60500,49.5,0.0,7.0,,,1989,아파트,중개거래,서울 노원구
2026,11350,노원구,10400,하계동,1,대지,0274,0000,청솔(시영7),20260610,60000,49.85,0.0,1.0,,,1989,아파트,중개거래,서울 노원구
2026,11290,성북구,13800,장위동,1,대지,0262,0029,청송빌라(262-29),20260610,80000,57.8,23.0,3.0,,,2001,연립다세대,중개거래,서울 성북구
2026,11740,강동구,10600,둔촌동,1,대지,0090,0000,청원파크빌,20260610,97000,84.78,0.0,4.0,,,2003,아파트,중개거래,서울 강동구
2026,11680,강남구,10300,개포동,1,대지,1256,0000,청호빌라,20260610,64700,40.53,22.0,3.0,,,1997,연립다세대,중개거래,서울 강남구
2026,11500,강서구,10300,화곡동,1,대지,1139,0000,초록,20260610,81000,59.34,0.0,2.0,,,1998,아파트,중개거래,서울 강서구
2026,11710,송파구,10100,잠실동,1,대지,0202,0009,초롱빌라,20260610,62500,41.46,23.0,2.0,,,2003,연립다세대,중개거래,"서울 강동구, 서울 송파구"
2026,11230,동대문구,10100,신설동,1,대지,0006,0000,캐슬루체,20260610,65000,34.67,21.0,6.0,,,2023,연립다세대,직거래,
2026,11140,중구,16500,황학동,1,대지,1749,0000,케렌시아청계,20260610,34500,29.98,49.3282,4.0,,,2020,오피스텔,직거래,
2026,11530,구로구,10200,구로동,1,대지,0651,0002,퀸즈파크 구일,20260610,13100,17.363,23.5374,6.0,,,2019,오피스텔,중개거래,서울 구로구
2026,11530,구로구,10200,구로동,1,대지,0651,0002,퀸즈파크 구일,20260610,13150,17.363,23.5374,11.0,,,2019,오피스텔,중개거래,서울 구로구
2026,11350,노원구,10300,공릉동,1,대지,0081,0000,태강아파트(아이파크),20260610,57000,49.6,0.0,1.0,,,1999,아파트,중개거래,서울 노원구
2026,11350,노원구,10300,공릉동,1,대지,0081,0000,태강아파트(아이파크),20260610,75000,59.38,0.0,6.0,,,1999,아파트,중개거래,서울 노원구
2026,11230,동대문구,10600,장안동,1,대지,0344,0008,태솔타운(1차),20260610,31500,46.02,0.0,10.0,,,2012,아파트,중개거래,서울 동대문구
2026,11320,도봉구,10700,창동,1,대지,0819,0000,태영데시앙,20260610,84000,84.995,0.0,19.0,,,2003,아파트,중개거래,서울 도봉구
2026,11710,송파구,10200,신천동,1,대지,0017,0000,파크리오,20260610,300000,84.9,0.0,34.0,,,2008,아파트,중개거래,서울 송파구
2026,11740,강동구,10900,천호동,1,대지,0322,0036,파크뷰,20260610,32100,15.6,7.0,4.0,,,2021,연립다세대,중개거래,서울 강동구
2026,11200,성동구,11300,옥수동,1,대지,0060,0000,풍림아이원,20260610,239000,84.762,0.0,9.0,,,2004,아파트,중개거래,서울 성동구
2026,11290,성북구,13800,장위동,1,대지,0223,0059,하늘꿈터,20260610,50000,54.57,33.0,2.0,,,2019,연립다세대,중개거래,서울 성북구
2026,11740,강동구,10900,천호동,1,대지,0361,0007,하얀파크빌라,20260610,27000,58.78,36.0,-1.0,,,1991,연립다세대,중개거래,서울 강동구
2026,11350,노원구,10500,상계동,1,대지,1262,0000,하이베라스,20260610,14900,39.29,48.0,7.0,,,2003,오피스텔,중개거래,서울 노원구
2026,11530,구로구,10200,구로동,1,대지,0512,0002,하이빌골드타워,20260610,33000,41.43,50.77,13.0,,,2019,오피스텔,중개거래,서울 구로구
2026,11680,강남구,11800,도곡동,1,대지,0968,0000,하이페리온,20260610,315000,182.6,0.0,5.0,,,2004,아파트,중개거래,서울 강남구
2026,11545,금천구,10200,독산동,1,대지,0885,0024,한강빌라B,20260610,28500,51.12,32.0,2.0,,,1991,연립다세대,중개거래,서울 금천구
2026,11740,강동구,10700,암사동,1,대지,0447,0003,한강하이츠(447-3),20260610,22000,34.37,13.0,1.0,,,1995,연립다세대,중개거래,서울 강동구
2026,11530,구로구,10700,개봉동,1,대지,0476,0000,한마을,20260610,93000,59.57,0.0,25.0,,,1999,아파트,중개거래,서울 구로구
2026,11500,강서구,10900,방화동,1,대지,0286,0001,한미(286-1),20260610,34500,47.22,0.0,5.0,,,1988,아파트,직거래,
2026,11500,강서구,10300,화곡동,1,대지,0056,0653,한성그린타운8동,20260610,15000,68.76,31.0,-1.0,,,2003,연립다세대,직거래,
2026,11470,양천구,10300,신월동,1,대지,0331,0046,한성빌라,20260610,10000,40.37,26.0,1.0,,,1994,연립다세대,중개거래,경기 부천시 오정구
2026,11260,중랑구,10100,면목동,1,대지,0616,0021,한성아펠릭스,20260610,33000,32.44,11.0,7.0,,,2024,연립다세대,중개거래,서울 중랑구
2026,11290,성북구,13500,종암동,1,대지,0003,1535,한솔에코타운,20260610,34500,29.96,19.0,3.0,,,2013,연립다세대,중개거래,"서울 동대문구, 서울 성북구, 서울 용산구"
2026,11320,도봉구,10800,도봉동,1,대지,0030,0001,한신,20260610,62500,84.94,0.0,14.0,,,1995,아파트,중개거래,서울 도봉구
2026,11350,노원구,10400,하계동,1,대지,0284,0000,한신1,20260610,30000,27.0,0.0,4.0,,,1988,아파트,중개거래,서울 노원구
2026,11350,노원구,10400,하계동,1,대지,0284,0000,한신2,20260610,41500,35.28,0.0,2.0,,,1988,아파트,중개거래,서울 노원구
2026,11260,중랑구,10300,중화동,1,대지,0450,0000,한신아파트상가동유치원동(103~109),20260610,75000,50.37,0.0,21.0,,,1997,아파트,중개거래,서울 중랑구
2026,11260,중랑구,10300,중화동,1,대지,0274,0077,한영(104),20260610,44000,68.32,0.0,3.0,,,2003,아파트,중개거래,서울 중랑구
2026,11500,강서구,10900,방화동,1,대지,0547,0011,한오,20260610,29900,47.42,0.0,2.0,,,1988,아파트,중개거래,서울 강서구
2026,11350,노원구,10200,월계동,1,대지,0018,0000,한진한화그랑빌,20260610,99500,75.81,0.0,25.0,,,2002,아파트,중개거래,서울 노원구
2026,11320,도봉구,10700,창동,1,대지,0585,0001,ESA홈타운,20260610,30500,72.21,89.4,2.0,,,2005,오피스텔,중개거래,서울 도봉구
2026,11560,영등포구,10500,영등포동4가,1,대지,0055,0000,HIGHEND 63st,20260610,69304,39.73,65.28,12.0,,,2023,오피스텔,직거래,
2026,11500,강서구,10400,가양동,1,대지,1485,0000,가양6단지,20260610,118000,58.65,0.0,12.0,,,1992,아파트,중개거래,서울 강서구
2026,11260,중랑구,10500,망우동,1,대지,0526,0015,가인빌,20260610,54000,56.34,26.0,6.0,,,2023,연립다세대,직거래,
2026,11500,강서구,10300,화곡동,1,대지,0424,0060,가화주택가동,20260610,28000,59.89,34.0,1.0,,20260610,1999,연립다세대,중개거래,서울 강서구
2026,11680,강남구,11200,자곡동,1,대지,0658,0000,강남힐스테이트에코,20260610,15700,24.118,31.983,3.0,,,2014,오피스텔,중개거래,"서울 강남구, 서울 송파구"
2026,11740,강동구,10800,성내동,1,대지,0444,0004,강동네스빌,20260610,23300,24.45,0.0,4.0,,,2002,아파트,중개거래,서울 강동구
2026,11500,강서구,10300,화곡동,1,대지,1165,0000,강서힐스테이트,20260610,160000,84.99,0.0,11.0,,,2015,아파트,중개거래,서울 강서구
2026,11740,강동구,11000,강일동,1,대지,0676,0001,강일 테라우드,20260610,48100,59.513,75.213,5.0,,,2019,오피스텔,중개거래,서울 강동구
2026,11215,광진구,10500,자양동,1,대지,0002,0002,건대입구역자이엘라,20260610,31000,18.907,33.7448,12.0,,,2022,오피스텔,중개거래,서울 광진구
2026,11350,노원구,10400,하계동,1,대지,0271,0003,건영,20260610,80000,65.43,0.0,9.0,,,1988,아파트,중개거래,서울 노원구
2026,11470,양천구,10200,목동,1,대지,0928,0000,건영,20260610,83000,84.27,0.0,9.0,,,1994,아파트,중개거래,서울 양천구
2026,11620,관악구,10200,신림동,1,대지,0746,0043,건영1,20260610,66000,74.22,0.0,5.0,,,1984,아파트,중개거래,서울 금천구
2026,11350,노원구,10600,중계동,1,대지,0515,0002,건영2,20260610,80000,75.02,0.0,11.0,,,1991,아파트,중개거래,"서울 노원구, 서울 성동구"
2026,11380,은평구,10300,불광동,1,대지,0298,0007,경원리더스홈,20260610,50000,29.92,20.0,2.0,,,2013,연립다세대,중개거래,서울 은평구
2026,11740,강동구,10200,고덕동,1,대지,0499,0000,고덕 아이파크,20260610,211000,84.98,0.0,16.0,,,2011,아파트,중개거래,서울 강동구
2026,11740,강동구,10200,고덕동,1,대지,0693,0000,고덕그라시움,20260610,213000,73.873,0.0,7.0,,,2019,아파트,중개거래,서울 강동구
2026,11740,강동구,10300,상일동,1,대지,0519,0000,고덕아르테온,20260610,226000,84.93,0.0,23.0,,,2020,아파트,중개거래,서울 강동구
2026,11530,구로구,10600,고척동,1,대지,0148,0001,고척 푸르지오 힐스테이트,20260610,96942,59.996,0.0,9.0,분양권,,0,아파트,직거래,
2026,11710,송파구,10600,삼전동,1,대지,0116,0017,골든빌라(116-17),20260610,60000,50.37,21.0,2.0,,,2004,연립다세대,중개거래,서울 송파구
2026,11740,강동구,10100,명일동,1,대지,0206,0000,골든트리시티에이동,20260610,75000,54.04,33.0,4.0,,,2020,연립다세대,중개거래,서울 강동구
2026,11500,강서구,10300,화곡동,1,대지,0102,0298,공간지음102,20260610,25000,29.69,22.0,4.0,,,2021,연립다세대,직거래,
2026,11500,강서구,10800,공항동,1,대지,0018,0103,공항맨션1동,20260610,113000,71.55,51.0,3.0,,,1995,연립다세대,중개거래,서울 강서구
2026,11620,관악구,10100,봉천동,1,대지,1580,0003,관악그린빌라,20260610,21000,53.44,41.0,1.0,,,1987,연립다세대,중개거래,서울 관악구
2026,11740,강동구,10500,길동,1,대지,0247,0000,광남캐스빌(247-0),20260610,86500,84.44,0.0,8.0,,,2006,아파트,중개거래,"경기 광명시, 서울 강동구"
2026,11110,종로구,12000,신문로1가,1,대지,0163,0000,광화문오피시아빌딩,20260610,60700,46.77,64.601,18.0,,,2005,오피스텔,직거래,
2026,11215,광진구,10300,구의동,1,대지,0611,0000,구의현대2단지,20260610,208000,84.91,0.0,4.0,,,1996,아파트,중개거래,서울 광진구
2026,11530,구로구,10200,구로동,1,대지,1259,0000,구일우성,20260610,74500,84.49,0.0,1.0,,,1998,아파트,중개거래,"서울 구로구, 서울 영등포구"
2026,11500,강서구,10200,등촌동,1,대지,0078,0007,길훈엔트런스빌,20260610,15000,27.29,40.424,8.0,,,2004,오피스텔,직거래,
2026,11620,관악구,10100,봉천동,1,대지,0911,0009,남부빌라,20260610,30000,63.36,27.0,4.0,,,1993,연립다세대,중개거래,서울 관악구
2026,11140,중구,12100,회현동1가,1,대지,0208,0000,남산롯데캐슬아이리스,20260610,180000,113.46,0.0,27.0,,,2011,아파트,중개거래,서울 중구
2026,11350,노원구,10500,상계동,1,대지,1410,0000,노원롯데캐슬시그니처,20260610,96000,59.975,0.0,4.0,,,2023,아파트,중개거래,"서울 노원구, 서울 성북구"
2026,11620,관악구,10100,봉천동,1,대지,0100,0537,다복빌리지,20260610,24000,37.83,19.0,2.0,,,2013,연립다세대,중개거래,"서울 관악구, 서울 동작구"
2026,11740,강동구,10700,암사동,1,대지,0488,0003,다성이즈빌Ⅰ,20260610,65500,84.91,0.0,2.0,,,2009,아파트,중개거래,서울 강동구
2026,11740,강동구,10500,길동,1,대지,0383,0007,다오아트빌,20260610,62500,74.47,0.0,1.0,,,2001,아파트,중개거래,서울 강동구
2026,11470,양천구,10100,신정동,1,대지,0876,0025,다우빌라A동,20260610,26900,41.67,28.0,2.0,,,1991,연립다세대,중개거래,서울 양천구
2026,11230,동대문구,10500,답십리동,1,대지,0111,0000,답십리대우,20260610,127500,84.99,0.0,4.0,,,2002,아파트,중개거래,"서울 동대문구, 서울 중랑구"
2026,11560,영등포구,11200,당산동2가,1,대지,0164,0000,당산2가현대홈타운,20260610,155000,82.77,0.0,5.0,,,1994,아파트,중개거래,"서울 양천구, 서울 영등포구"
2026,11200,성동구,10800,응봉동,1,대지,0015,0000,대림강변타운,20260610,190000,84.42,0.0,4.0,,,2001,아파트,중개거래,서울 성동구
2026,11500,강서구,10200,등촌동,1,대지,0572,0005,대림라온제나(572-5),20260610,32000,48.02,29.0,3.0,,,2015,연립다세대,중개거래,서울 강서구
2026,11260,중랑구,10100,면목동,1,대지,0194,0012,제이앤비더베스트3(겸재로),20260610,40246,39.73,21.0,5.0,,,2022,연립다세대,직거래,
2026,11260,중랑구,10100,면목동,1,대지,0194,0012,제이앤비더베스트3(겸재로),20260610,40246,39.73,21.0,4.0,,,2022,연립다세대,직거래,
2026,11260,중랑구,10100,면목동,1,대지,0194,0012,제이앤비더베스트3(겸재로),20260610,39849,39.73,21.0,7.0,,,2022,연립다세대,직거래,
2026,11260,중랑구,10100,면목동,1,대지,0194,0012,제이앤비더베스트3(겸재로),20260610,40246,39.73,21.0,6.0,,,2022,연립다세대,직거래,
2026,11260,중랑구,10100,면목동,1,대지,0194,0012,제이앤비더베스트3(겸재로),20260610,40429,39.91,21.0,5.0,,,2022,연립다세대,직거래,
2026,11260,중랑구,10100,면목동,1,대지,0194,0012,제이앤비더베스트3(겸재로),20260610,40429,39.91,21.0,4.0,,,2022,연립다세대,직거래,
2026,11260,중랑구,10100,면목동,1,대지,0194,0012,제이앤비더베스트3(겸재로),20260610,40429,39.91,21.0,7.0,,,2022,연립다세대,직거래,
2026,11260,중랑구,10100,면목동,1,대지,0194,0012,제이앤비더베스트3(겸재로),20260610,40429,39.91,21.0,6.0,,,2022,연립다세대,직거래,
2026,11320,도봉구,10700,창동,1,대지,0027,0000,주공19단지(창동리버타운),20260610,102000,68.86,0.0,12.0,,,1988,아파트,중개거래,"경기 남양주시, 서울 도봉구"
2026,11350,노원구,10600,중계동,1,대지,0502,0001,중계그린1단지,20260610,55000,44.1,0.0,8.0,,,1990,아파트,직거래,
2026,11545,금천구,10300,시흥동,1,대지,0438,0198,중앙빌라(438-198),20260610,17000,66.27,36.0,-1.0,,,1998,연립다세대,중개거래,서울 금천구
2026,11350,노원구,10600,중계동,1,대지,0161,0001,중앙하이츠,20260610,72500,84.98,0.0,5.0,,,1998,아파트,중개거래,서울 노원구
2026,11410,서대문구,11100,홍제동,1,대지,0342,0000,중앙하이츠,20260610,59000,84.97,0.0,4.0,,,2001,아파트,직거래,
2026,11470,양천구,10300,신월동,1,대지,0967,0009,진영주택가동,20260610,19600,55.12,39.0,-1.0,,,1988,연립다세대,중개거래,서울 양천구
2026,11320,도봉구,10700,창동,1,대지,0347,0000,창동주공3단지(해등마을),20260610,88000,79.07,0.0,10.0,,,1990,아파트,중개거래,서울 도봉구
2026,11320,도봉구,10700,창동,1,대지,0373,0000,창동주공4단지,20260610,54000,49.94,0.0,15.0,,,1991,아파트,중개거래,서울 도봉구
2026,11530,구로구,10800,오류동,1,대지,0362,0000,천왕역모아엘가트레뷰,20260610,82500,67.963,0.0,21.0,,,2025,아파트,중개거래,서울 구로구
2026,11530,구로구,11100,천왕동,1,대지,0273,0000,천왕이펜하우스4단지,20260610,76000,84.97,0.0,15.0,,,2011,아파트,중개거래,서울 구로구
2026,11230,동대문구,10500,답십리동,1,대지,0999,0000,청계벽산메가트리움,20260610,92500,84.96,0.0,13.0,,,2006,아파트,중개거래,서울 동대문구
2026,11140,중구,16300,흥인동,1,대지,0013,0001,청계천 두산위브더제니스,20260610,39300,46.735,63.5514,8.0,,,2014,오피스텔,중개거래,서울 중구
2026,11230,동대문구,10700,청량리동,1,대지,0199,0000,청량리롯데캐슬하이루체,20260610,155000,84.899,0.0,15.0,입주권,,0,아파트,중개거래,서울 동대문구
2026,11650,서초구,10100,방배동,1,대지,0818,0014,래미안 원페를라,20260610,270000,84.68,0.0,3.0,분양권,,0,아파트,중개거래,경기 성남시 분당구
2026,11680,강남구,11000,압구정동,1,대지,0434,0000,신현대12차,20260610,599000,112.05,0.0,1.0,,20260901,1982,아파트,중개거래,서울 강남구
2026,11290,성북구,13800,장위동,,,,,,20260610,70000,137.16,92.0,0.0,,,1992,단독다가구,중개거래,서울 성북구
2026,11230,동대문구,10400,전농동,1,대지,0620,0060,힐스테이트 청량리 더퍼스트,20260610,102231,84.98,125.58,12.0,,,2023,오피스텔,중개거래,서울 동대문구
2026,11560,영등포구,12300,문래동5가,,,,,,20260610,400000,127.59,272.0,0.0,,,1963,단독다가구,중개거래,서울 송파구
2026,11680,강남구,10300,개포동,1,대지,0653,0000,현대1차101동~106동,20260610,400000,177.19,0.0,3.0,,,1984,아파트,중개거래,서울 강남구
2026,11500,강서구,10300,화곡동,1,대지,0424,0060,가화주택가동,20260610,28000,59.89,34.0,1.0,,20260724,1999,연립다세대,중개거래,서울 강서구
2026,11320,도봉구,10800,도봉동,1,대지,0647,0000,도봉파크빌2,20260610,61500,84.354,0.0,4.0,,,2002,아파트,중개거래,서울 도봉구
2026,11320,도봉구,10500,쌍문동,1,대지,0711,0000,도봉금강아미움파크타운,20260610,45000,62.438,0.0,4.0,,,2018,아파트,중개거래,경기 의정부시
2026,11350,노원구,10600,중계동,1,대지,0577,0000,현대1(4차),20260610,54000,71.16,0.0,3.0,,,1993,아파트,중개거래,서울 노원구
2026,11320,도봉구,10800,도봉동,1,대지,0642,0000,현대성우,20260610,40000,59.92,0.0,18.0,,,1998,아파트,중개거래,서울 도봉구
2026,11650,서초구,10800,서초동,1,대지,1487,0060,데코아트빌10차,20260610,110000,46.49,26.0,4.0,,,2023,연립다세대,중개거래,서울 서초구
2026,11350,노원구,10300,공릉동,1,대지,0111,0000,화랑타운아파트,20260610,85000,84.65,0.0,9.0,,,2000,아파트,중개거래,서울 노원구
2026,11560,영등포구,12600,양평동2가,1,대지,0043,0011,디에이원파크,20260610,23500,28.02,38.9,6.0,,,2017,오피스텔,직거래,
2026,11500,강서구,10300,화곡동,1,대지,0808,0004,더뉴리빙,20260610,19000,26.98,16.0,6.0,,,2018,연립다세대,중개거래,서울 강서구
2026,11260,중랑구,10300,중화동,1,대지,0326,0077,디아이빌B동,20260610,22000,29.91,115.0,1.0,,,2025,연립다세대,직거래,
2026,11170,용산구,10100,후암동,,,,,,20260610,145000,69.42,81.0,0.0,,,1965,단독다가구,중개거래,서울 용산구
2026,11530,구로구,10600,고척동,,,,,,20260610,74700,227.53,136.0,0.0,,,1991,단독다가구,중개거래,서울 구로구
2026,11590,동작구,10700,사당동,,,,,,20260610,228085,164.2,116.0,0.0,,,1975,단독다가구,직거래,
2026,11380,은평구,10400,갈현동,1,대지,0433,0027,대흥맨션(433-27),20260610,28000,60.32,26.0,1.0,,,1997,연립다세대,중개거래,서울 은평구
2026,11380,은평구,10400,갈현동,1,대지,0227,0008,해들목휴먼빌,20260610,21400,29.08,18.0,5.0,,,2020,연립다세대,중개거래,서울 은평구
2026,11740,강동구,10900,천호동,1,대지,0233,0030,대호주택,20260610,32800,46.8,22.0,2.0,,,2002,연립다세대,중개거래,서울 강동구
2026,11380,은평구,10300,불광동,1,대지,0071,0001,해드림하우스,20260610,39250,54.57,37.0,3.0,,,2019,연립다세대,중개거래,광주 광산구
2026,11260,중랑구,10100,면목동,,,,,,20260610,59750,168.45,98.0,0.0,,,1992,단독다가구,중개거래,서울 중랑구
2026,11470,양천구,10300,신월동,1,대지,1015,0002,대혁빌라,20260610,10300,36.6,30.0,-1.0,,,1990,연립다세대,중개거래,서울 양천구
2026,11215,광진구,10100,중곡동,1,대지,0097,0042,대원스마트빌(97-42),20260610,73000,51.69,31.0,5.0,,,2022,연립다세대,중개거래,서울 광진구
2026,11500,강서구,10500,마곡동,1,대지,1577,0000,마곡나루경남아파트,20260610,97000,84.29,0.0,5.0,,,1991,아파트,중개거래,서울 강서구
2026,11560,영등포구,13200,신길동,,,,,,20260610,177000,171.06,122.0,0.0,,,1988,단독다가구,중개거래,서울 영등포구
2026,11500,강서구,10300,화곡동,,,,,,20260610,76863,184.2,120.0,0.0,,,1990,단독다가구,직거래,
2026,11320,도봉구,10700,창동,1,대지,0804,0000,대우,20260610,64000,59.86,0.0,19.0,,,1995,아파트,중개거래,서울 도봉구
2026,11320,도봉구,10600,방학동,1,대지,0720,0001,대상타운현대아파트,20260610,84800,84.78,0.0,5.0,,,2001,아파트,중개거래,서울 도봉구
2026,11215,광진구,10300,구의동,1,대지,0231,0062,대명캐슬3차,20260610,71000,46.24,30.0,2.0,,,2023,연립다세대,중개거래,서울 광진구
2026,11230,동대문구,11000,이문동,1,대지,0257,0042,래미안라그란데,20260610,185130,99.98,0.0,12.0,,,2025,아파트,직거래,
2026,11260,중랑구,10400,묵동,1,대지,0238,0048,레몬트리지움,20260610,24000,29.925,19.0,2.0,,,2012,연립다세대,중개거래,서울 중랑구
2026,11215,광진구,10700,화양동,1,대지,0094,0009,화양동 프라하임,20260610,48158,27.05,37.06,9.0,,,2022,오피스텔,직거래,
2026,11710,송파구,10100,잠실동,1,대지,0044,0000,레이크팰리스,20260610,270000,59.97,0.0,10.0,,,2006,아파트,중개거래,서울 송파구
2026,11215,광진구,10700,화양동,1,대지,0234,0000,화양현대,20260610,115000,59.97,0.0,4.0,,,1999,아파트,중개거래,서울 광진구
2026,11710,송파구,10400,송파동,1,대지,0177,0005,현대타운16,20260610,47000,41.54,30.0,-1.0,,,1987,연립다세대,중개거래,서울 송파구
2026,11470,양천구,10200,목동,1,대지,0907,0010,현대파리지앙,20260610,20000,33.88,43.24,11.0,,,2004,오피스텔,중개거래,서울 양천구
2026,11440,마포구,12400,연남동,1,대지,0252,0012,현대하이츠빌라,20260610,48000,69.06,33.0,2.0,,,1994,연립다세대,중개거래,서울 마포구
2026,11230,동대문구,10600,장안동,1,대지,0409,0001,홀가하우스,20260610,30000,30.04,16.0,5.0,,,2019,연립다세대,중개거래,서울 동대문구
2026,11215,광진구,10100,중곡동,1,대지,0116,0016,레졸루트아차산A,20260610,63500,52.61,31.0,2.0,,,2022,연립다세대,직거래,
2026,11260,중랑구,10100,면목동,1,대지,0135,0012,로얄스위트,20260610,35000,20.99,16.0,6.0,,,2023,연립다세대,직거래,
2026,11470,양천구,10300,신월동,,,,,,20260610,31500,119.81,87.0,0.0,,,1996,단독다가구,중개거래,서울 양천구
2026,11530,구로구,10700,개봉동,1,대지,0306,0048,로얄파크(306-48),20260610,28700,67.87,32.0,4.0,,,2002,연립다세대,중개거래,"경기 광명시, 서울 구로구"
2026,11710,송파구,11100,방이동,1,대지,0168,0015,화이트(168-15),20260610,60000,50.16,29.0,6.0,,,2018,연립다세대,중개거래,서울 송파구
2026,11350,노원구,10600,중계동,1,대지,0361,0001,롯데우성,20260610,145000,115.26,0.0,13.0,,,1993,아파트,중개거래,서울 노원구
2026,11545,금천구,10300,시흥동,1,대지,0828,0019,현부스카이,20260610,37000,53.18,22.0,8.0,,,2015,연립다세대,중개거래,서울 금천구
2026,11290,성북구,13300,정릉동,1,대지,0822,0026,홍원빌라,20260610,10000,34.65,16.0,2.0,,,1995,연립다세대,직거래,
2026,11590,동작구,10300,상도1동,,,,,,20260610,187000,500.24,216.0,0.0,,,1997,단독다가구,중개거래,"서울 동작구, 서울 서초구"
2026,11710,송파구,10100,잠실동,1,대지,0022,0000,리센츠,20260610,357000,84.99,0.0,27.0,,,2008,아파트,중개거래,서울 송파구
2026,11230,동대문구,10500,답십리동,1,대지,1009,0000,힐스테이트청계,20260610,159000,59.94,0.0,28.0,,,2018,아파트,중개거래,서울 동대문구
2026,11560,영등포구,10300,영등포동2가,1,대지,0094,0307,리치팰리스,20260610,32000,21.1,27.38,7.0,,,2021,오피스텔,중개거래,서울 종로구
2026,11215,광진구,10100,중곡동,,,,,,20260610,169000,386.81,161.0,0.0,,,1997,단독다가구,중개거래,서울 광진구
2026,11215,광진구,10100,중곡동,,,,,,20260610,120000,286.93,144.0,0.0,,,2015,단독다가구,직거래,
2026,11650,서초구,10700,반포동,1,대지,0719,0013,릴리캐슬,20260610,67000,28.08,14.0,4.0,,,2023,연립다세대,중개거래,"경기 광명시, 서울 서초구"
2026,11530,구로구,10700,개봉동,,,,,,20260610,60300,247.53,189.0,0.0,,,1991,단독다가구,중개거래,서울 구로구
2026,11740,강동구,10800,성내동,,,,,,20260610,625440,246.24,169.0,0.0,,,1988,단독다가구,직거래,
2026,11590,동작구,10900,신대방동,,,,,,20260610,143500,245.7,136.0,0.0,,,1990,단독다가구,중개거래,서울 동작구
2026,11620,관악구,10100,봉천동,1,대지,1733,0000,e편한세상서울대입구2차,20260610,153000,84.31,0.0,11.0,,,2020,아파트,중개거래,서울 관악구
2026,11200,성동구,10900,금호동1가,1,대지,1823,0000,e편한세상신금호파크힐스,20260610,210000,59.983,0.0,14.0,,,2019,아파트,중개거래,서울 성동구
2026,11230,동대문구,11000,이문동,1,대지,0257,0042,래미안라그란데,20260610,152010,59.95,0.0,5.0,,,2025,아파트,직거래,
2026,11230,동대문구,10900,휘경동,1,대지,0295,0020,동부모닝빌,20260610,18500,39.8,264.0,5.0,,,2003,연립다세대,중개거래,서울 동대문구
2026,11680,강남구,10300,개포동,1,대지,0660,0001,디에이치 퍼스티어 아이파크,20260610,290000,59.974,0.0,13.0,입주권,,0,아파트,중개거래,서울 강남구
2026,11215,광진구,10500,자양동,1,대지,0686,0030,동산빌라나동,20260610,100280,36.06,24.0,2.0,,,1986,연립다세대,직거래,
2026,11380,은평구,10600,대조동,1,대지,0088,0000,힐스테이트 메디알레,20260610,123276,59.91,0.0,22.0,입주권,,0,아파트,중개거래,서울 은평구
2026,11260,중랑구,10600,신내동,1,대지,0397,0000,동성1,20260610,77000,84.98,0.0,13.0,,,1993,아파트,중개거래,"서울 용산구, 서울 중랑구"
2026,11290,성북구,13600,하월곡동,1,대지,0219,0000,동신,20260610,75000,59.88,0.0,15.0,,,1998,아파트,중개거래,서울 성북구
2026,11500,강서구,10500,마곡동,1,대지,1513,0000,마곡경남아너스빌,20260610,89000,59.91,0.0,7.0,,,2007,아파트,중개거래,서울 강서구
2026,11140,중구,16200,신당동,,,,,,20260610,130800,83.88,60.0,0.0,,,1994,단독다가구,중개거래,"서울 성동구, 서울 중구"
2026,11260,중랑구,10400,묵동,1,대지,0155,0019,동신하이츠,20260610,27300,47.16,26.0,4.0,,,2003,연립다세대,중개거래,서울 중랑구
2026,11560,영등포구,10300,영등포동2가,1,대지,0094,0307,리치팰리스,20260610,32000,21.1,27.38,7.0,,20260618,2021,오피스텔,중개거래,서울 종로구
2026,11290,성북구,13700,상월곡동,1,대지,0101,0000,동아에코빌,20260610,79500,59.95,0.0,22.0,,,2003,아파트,중개거래,서울 강북구
2026,11710,송파구,10700,가락동,1,대지,0047,0008,라온빌,20260610,58000,48.38,33.0,2.0,,,2017,연립다세대,중개거래,서울 송파구
2026,11110,종로구,17500,숭인동,1,대지,1388,0000,동양파라빌,20260610,12500,24.93,34.04,13.0,,,2005,오피스텔,중개거래,서울 종로구
